Tweet,Sentiment,Clean_tweet
Just went back 29 years. I picked these up in the market the next morning..#bootlegs #costello #bbcglasto #glasto84 http://t.co/GtPLM031k6,0,just went back year pick market next morn #bootleg #costello #bbcglasto #glasto http co gtplm k
#curious #new #instavid #try #selca #LOL#EPIC http://t.co/EgcQvKLgjW,0,#curiou #new #instavid #tri #selca #lol#ep http co egcqvklgjw
,1,
@EamonnHolmes Love it!! My lot have gone to Glastonbury - bliss. #chill #enjoy x,1,love My lot gone glastonburi bliss #chill #enjoy
chk out--->... http://t.co/eaA9RCYn69 ..#DIGITAL.#UNIVERSE.#music.. #uk.#ldn.#eng.#paris.#france.#Italy.#teamuk.#teamldn..,0,chk http co eaa rcyn #digit #univers #music #uk #ldn #eng #pari #franc #itali #teamuk #teamldn
#freshprinceofbelair courtesy of this crazy-assed moefoe #thereslevelstothis #glasto #backtomorrow2-4 http://t.co/XXwaY41OCe,0,#freshprinceofbelair courtesi crazi ass moefo #thereslevelstothi #glasto #backtomorrow http co xxway oce
In the most happiest mood ive ever been in! #love #feelinggood #amazing #iloveher #shehasmyheart #miâ¦ http://t.co/AlPfFcsaf7,1,In happiest mood ive ever #love #feelinggood #amaz #iloveh #shehasmyheart #mi http co alpffcsaf
2 words! Fucking mazing! #glasto #day4 #roundthebend,1,word fuck maze #glasto #day #roundthebend
Quite literally one of the best nights of my life #lame #idontcare #rollingstones #lmg #Glastonbury2013,1,quit liter one best night life #lame #idontcar #rollingston #lmg #glastonburi
Tbh Johnny Marr has a much more pleasant singing voice than Morrissey #bbcglasto #thereisaidit,1,tbh johnni marr much pleasant sing voic morrissey #bbcglasto #thereisaidit
Never been more unhappy to be home! Get me back to Silverstone! #raceday #gutted #sulking,1,never unhappi home get back silverston #raceday #gut #sulk
Skinny Peach Cheesecake! On http://t.co/dF8LgHNCuY #cheesecake #peaches #summerdessert #desserts #amazingâ¦ http://t.co/XYGfee8Jgg,0,skinni peach cheesecak On http co dF lghncuy #cheesecak #peach #summerdessert #dessert #amaz http co xygfe jgg
@stuartmcmichael I love them but this guy''s got me in a trance - I''ve never seen anything like him #thesingingroadie #example #sorryroadies,0,love guy'' got tranc i''v never seen anyth like #thesingingroadi #exampl #sorryroadi
When #publicenemy shout #glastonbury it sounds like they''re saying #tackleberry #policeacademy,0,when #publicenemi shout #glastonburi sound like they''r say #tackleberri #policeacademi
One video leads to another and all of a sudden it''s four in the morning #goddamnyoutubevideos #fml #sleepisfortheweak,0,one video lead anoth sudden it'' four morn #goddamnyoutubevideo #fml #sleepisfortheweak
Lol. #johnhumphrys @GlastoFest #today #bbcradio4 #genius,0,lol #johnhumphri #today #bbcradio #geniu
@tip #uk fans wanna get something nice for your special lady? then check out @TinyMajorMama range #prettyhustle here http://t.co/Zm6meei27H,1,#uk fan wanna get someth nice special ladi check rang #prettyhustl http co Zm meei
Mum and I both enjoying Stones #glastonbury in #saltaire of course #beenenjoyingstones for about 45 years,0,mum enjoy stone #glastonburi #saltair cours #beenenjoyingston year
@superkos waiting for kick off #lions #getyourprioritiesright.,1,wait kick #lion #getyourprioritiesright
Glastonbury has introduced me to Fatoumata Diawara. Eternally grateful. Mali want to ban this music? Tragic. #glastonbury #letmalising,1,glastonburi introduc fatoumata diawara etern grate mali want ban music tragic #glastonburi #letmalis
"Enjoying the Strypes now on BBC2  at #glastonbury , but surely it''s past their bedtimes? #echoesofYardbirds #cantbeover15",1,enjoy strype bbc #glastonburi sure it'' past bedtim #echoesofyardbird #cantbeov
Hot Air Balloon Festival.:) http://t.co/V1qMeRtb1J #retweet #balloon #festival #fly,0,hot air balloon festiv http co qmertb #retweet #balloon #festiv #fli
@johnjewel ten zase zapomnÄl postavit ten stan :-D #festival #Plumlove,0,ten zase zapomn postavit ten stan D #festiv #plumlov
"Jagger wants to be careful.
He''ll suck himself inside put with that the wrinkled old cunt.
#harmonica
#glastonbury",0,jagger want care he''ll suck insid put wrinkl old cunt #harmonica #glastonburi
Had an #awesome #long #sweet #dope #day at #grandcanyon it was #amazing #swag #igers #igdaily #igusaâ¦ http://t.co/Wa5kxgDeLq,0,had #awesom #long #sweet #dope #day #grandcanyon #amaz #swag #iger #igdaili #igusa http co Wa kxgdelq
"So glad I grew up in the 60s with the #Stones as a soundrack to my life. Seen them numerous times live, they never disappoint. #thankyouguys",0,So glad grew #stone soundrack life seen numer time live never disappoint #thankyouguy
"@MrGreenKnows #bbcglasto #bollocks that post is, or at least should be, the reason twitter exists. Comedy gold.",1,#bbcglasto #bollock post least reason twitter exist comedi gold
The Rolling Stones at last a proper buch of musicians. Non of these baby faced miming teenagers #glastonbury #wrinkles #showingmyage :-):-),0,the roll stone last proper buch musician non babi face mime teenag #glastonburi #wrinkl #showingmyag
,0,
"Unbelievably jealous of anyone at Glastonbury right now, looks fucking insane! #chaseandstatus #imovelikewater #igowiththeflow",0,unbeliev jealou anyon glastonburi right look fuck insan #chaseandstatu #imovelikewat #igowiththeflow
About to watch the rolling stones at glastonbury #asyoudo,1,about watch roll stone glastonburi #asyoudo
seriously missing the #WestTriple and everyone in it. #jealous,1,serious miss #westtripl everyon #jealou
The Rabbit Hole is going to go OFF tonight .... follow the white rabbit ; ) xx #justsaying #glastonbury #rabbithole http://t.co/NURnzbLnmv,1,the rabbit hole go go off tonight follow white rabbit xx #justsay #glastonburi #rabbithol http co nurnzblnmv
#News #UK - #Organic #farming hits the skids as #recession-hit #consumers desert the #sector http://t.co/xO9DMMaw7v #agriculture #gmo #nogmo,0,#new #uk #organ #farm hit skid #recess hit #consum desert #sector http co xO dmmaw #agricultur #gmo #nogmo
Jesus Christ @MickJagger can I have some of your energy please? #butyouroldenoughforabuspass #machine #glastonbury,1,jesu christ energi pleas #butyouroldenoughforabuspass #machin #glastonburi
ã°ã©ã¹ã - ClariS #NowPlaying MacBookAir #claris #secondstoryclaris #nowplaying,0,clari #nowplay macbookair #clari #secondstoryclari #nowplay
Found my #arcticmonkeys board - #gladlad http://t.co/Qlq768snlF,0,found #arcticmonkey board #gladlad http co qlq snlf
@dionne_douglas pre show shoot #glasto #lauramvula #lauramvulaband http://t.co/BTG6X8Kaqz,0,pre show shoot #glasto #lauramvula #lauramvulaband http co btg kaqz
You can''t sit with us! #fashion #vogue #annawintour #amazing #fashionweek #GraceCoddington #letsdothisâ¦ http://t.co/NfWCh3bjBC,0,you can''t sit u #fashion #vogu #annawintour #amaz #fashionweek #gracecoddington #letsdothi http co nfwch bjbc
RT @liamburden: Well @ArcticMonkeys just smashed it. @MilesKaneMusic providing assistance #scouser #glastonbury,0,RT well smash provid assist #scouser #glastonburi
Who needs Glastonbury #glasto #glastonbury #proclaimers https://t.co/qhjJ7m2e1g,0,who need glastonburi #glasto #glastonburi #proclaim http co qhjj e
If your not watching example at Glastonbury @AshTJ I suggest you change your channel now #changethewayyoukissme #songfinders,0,If not watch exampl glastonburi suggest chang channel #changethewayyoukissm #songfind
#rollingstones #Glastonbury2013  such cool grandadudes #SixtiesSurvivors,1,#rollingston #glastonburi cool grandadud #sixtiessurvivor
@nilerodgers roger that! It''s the least we can do after that #glasto2013 performance. #chiccheer #chicforever,0,roger it'' least #glasto perform #chiccheer #chicforev
Getting saucy on the Beeb at this hour. #SaucyBeeb #Glastonbury http://t.co/rdkyGXAvL1,1,get sauci beeb hour #saucybeeb #glastonburi http co rdkygxavl
Charlie''s good tonight innee? #glasto #thestones #andsoon,1,charlie'' good tonight inne #glasto #theston #andsoon
RT @SAIFALIABDULLA: Who wants my caps ? #swag #cool #amazing #black #yellow #green #swiss #killer #dxb #zabeel ;) http://t.co/ZraNfw2ZgB,0,RT who want cap #swag #cool #amaz #black #yellow #green #swiss #killer #dxb #zabeel http co zranfw zgb
"But in any case, Have fun!!! #F1SilverstoneGrandPrix #Glastonbury",0,but case have fun #F silverstonegrandprix #glastonburi
@RichardShove there is a guy on stage at #bbcglasto wearing your pink #thinkvis suit,1,guy stage #bbcglasto wear pink #thinkvi suit
I miss photography. #2009 #photography #fruits #prepared #created #photographed #edited #ByMe #goodtimes http://t.co/K1pFrp3PYa,0,miss photographi #photographi #fruit #prepar #creat #photograph #edit #byme #goodtim http co pfrp pya
todo mundo na brisa com cara de doido @naats_f larissaribeiro #lindosdebunitos #music #again #festivalâ¦ http://t.co/jaBA8TaCTZ,0,todo mundo na brisa com cara de doido larissaribeiro #lindosdebunito #music #again #festiv http co jaba tactz
London grammar amazing on bbc2 #dayglm #glastonbury,1,london grammar amaz bbc #dayglm #glastonburi
#summer #sun #sunshine #sunbathe #garden #hot #relax http://t.co/6wVBtcLEl7,0,#summer #sun #sunshin #sunbath #garden #hot #relax http co wvbtclel
I want to see some @KTTunstall and @deaconbluemusic s #rickyross please #bbcglasto,1,want see #rickyross pleas #bbcglasto
C2c@Solidays #c2c #solidays #festival http://t.co/wlumDM032W,0,c #c #soliday #festiv http co wlumdm W
"WELCOME TO #GLOUCESTERSHIRE 
#stopthecull http://t.co/8BnyfI1g3s  

WELCOME TO #GLASTONBURY  
WHERE #HYPOCRITE #EAVIS SUPPORTS  #BADGERCULL",0,welcom TO #gloucestershir #stopthecul http co bnyfi welcom TO #glastonburi where #hypocrit #eavi support #badgercul
And don''t forget - #Ch2 of @sylvainreynard s #GabrielsRedemption will go online 12 noon NYC time/17.00 #UK time :) http://t.co/O4iKaW9Ir5,0,and don''t forget #ch #gabrielsredempt go onlin noon nyc time #uk time http co ikaw Ir
Bugger got to wait till 11 for kick off... #Lions  ok going to go & get our lass out if bed.. #laters   ;-),1,bugger got wait till kick #lion ok go go get lass bed #later
Veel gezever voorbij zien komen maar dit was gewoon goed.PUNT #RollingStones #glastonbury Bijna 70 en het nog zo doen #hulde,0,veel gezev voorbij zien komen maar dit gewoon go punt #rollingston #glastonburi bijna en het nog zo doen #huld
"#GLASTONBURY IS AT #PEACE WITH THE #SOUND OF #MUSIC,EVEN THE #SPIRITS OF #NATURE FAVOUR THEIR #GATHERING  OF THE #PEACEMAKERS THIS 2013 :)",0,#glastonburi IS AT #peac with the #sound OF #music even the #spirit OF #natur favour their #gather OF the #peacemak thi
Chuck D said it best during his #glasto set.. ''The love of music should bring everyone together''. #Preach,0,chuck said best #glasto set ''the love music bring everyon together'' #preach
#music #ri #rhodeisland #guitar #work #instructor #teacher #help #providence #newengland http://t.co/CL85sPLhwS,0,#music #ri #rhodeisland #guitar #work #instructor #teacher #help #provid #newengland http co CL splhw
Brother just came how to tell me that he''s got a ticket for Glastonbury and he''s leaving now #jealous #cheersthenbye,0,brother came tell he'' got ticket glastonburi he'' leav #jealou #cheersthenby
I''ve been let off shopping to watch the #lions any suggestions where to watch in #kingston??,1,i''v let shop watch #lion suggest watch #kingston
Glastonbury looks shit.. Don''t want to be there anyway!! #sofaraver #lies #nottheone,0,glastonburi look shit don''t want anyway #sofarav #li #nottheon
Good start...early shot at goal #comeonLeigh #lions,1,good start earli shot goal #comeonleigh #lion
GLASTONBURY IS BUZZING #imsolucky #loveit #rollingstones #rudimental #AMAZINGGGGG,1,glastonburi IS buzz #imsolucki #loveit #rollingston #rudiment #amazinggggg
Today i  danced with #mickjagger #stones at my one man rave #glastumbury http://t.co/dWu8OuNhdL,1,today danc #mickjagg #stone one man rave #glastumburi http co dwu ounhdl
Loving the Chic Glastonbury highlights #goldenoldies #cheeesy,0,love chic glastonburi highlight #goldenoldi #cheeesi
Most popular workshop I''ve ever run was a marketing workshop inspired by Arctic Monkeys http://t.co/phNwknWzNV #bbcglasto #socent #rocknroll,0,most popular workshop i''v ever run market workshop inspir arctic monkey http co phnwknwznv #bbcglasto #socent #rocknrol
Any body who thinks they''re cool for hating people who enjoy Glastonbury are actually just cunts #cunts #cuntish #cuntishslaps,1,ani bodi think they''r cool hate peopl enjoy glastonburi actual cunt #cunt #cuntish #cuntishslap
Loving rudimental #bbcglasto #wishiwasthere #defonextyear #glastonbury,0,love rudiment #bbcglasto #wishiwasther #defonextyear #glastonburi
Every one of the rolling stones look like there wearing bo selecta masks. #glasto #redonculous,1,everi one roll stone look like wear bo selecta mask #glasto #redoncul
En route to @HDFEST @hdfestuk with the boys @tunleyc @edwardratully @Igyl87 @d_conquy #festival #spunkbucket #glastonbury #cockpit #phil,0,En rout boy #festiv #spunkbucket #glastonburi #cockpit #phil
"A quick glance at Twitter and I''m assuming that trending at the moment are:
#Stones #Glastonbury 2013 #old #70 #talented #knackered #feckoff",1,quick glanc twitter i''m assum trend moment #stone #glastonburi #old #talent #knacker #feckoff
#denver #colorado #Ø¯ÙÙØ± #ÙÙÙÙØ±Ø§Ø¯Ù #city #today #usa #photooftheday #follow #me #like #followmeâ¦ http://t.co/IICaB29VUE,0,#denver #colorado #citi #today #usa #photooftheday #follow #me #like #followm http co iicab vue
Elvis Costello Sings Margaret Thatcher Death Song At Glastonbury 2013 - Huffington Post UK: Jersey E... http://t.co/WXOMQAhvBB #thatcher,0,elvi costello sing margaret thatcher death song At glastonburi huffington post UK jersey http co wxomqahvbb #thatcher
#me #outdoor #tuska2013 #openairmetalfestival #festival http://t.co/fXgz92t4Bd,0,#me #outdoor #tuska #openairmetalfestiv #festiv http co fxgz Bd
@MancMedicRugby why has he got the same philosophy on sausages?  It''s 9AM on Test Day and I can''t hear the sizzle! #Lions #Loins,1,got philosophi sausag it'' AM test day can''t hear sizzl #lion #loin
@benhowardmusic was top class for @GlastoFest #glastonbury 2013 #acelad,0,top class #glastonburi #acelad
"RT @f1enespanol: #Kimi #RÃ¤ikkÃ¶nen: ""Nuestro coche funciona como deberÃ­a funcionar"" http://t.co/QZsyqXY28Q #f1 #formula1 #Silverstone #romaiâ¦",1,RT #kimi #R ikk nen nuestro coch funciona como deber funcionar http co qzsyqxi #f #formula #silverston #romai
"Bridal party duties today. Final fitting in Cambridge for our dresses, best part is the drive with the girls #goodtimes #maidofhonor",1,bridal parti duti today final fit cambridg dress best part drive girl #goodtim #maidofhonor
#glastonbury chill stones rose and a pack of #rolos #love,1,#glastonburi chill stone rose pack #rolo #love
Rammstein are a right bunch of nutty geezers #DownloadFest #wishIwasthere,0,rammstein right bunch nutti geezer #downloadfest #wishiwasther
Filthy red dog scum flag at glastonbury.#hippie #jobless #treehugger #scum #nffc,1,filthi red dog scum flag glastonburi #hippi #jobless #treehugg #scum #nffc
